108670의 제 10 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "108670" WHERE thstrm_nm = "제 10 기"
108670의 제 10 기는 언제야?	SELECT thstrm_dt FROM "108670" WHERE thstrm_nm = "제 10 기"
108670의 제 11 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "108670" WHERE thstrm_nm = "제 11 기"
108670의 제 11 기는 언제야?	SELECT thstrm_dt FROM "108670" WHERE thstrm_nm = "제 11 기"
108670의 제 12 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "108670" WHERE thstrm_nm = "제 12 기"
108670의 제 12 기는 언제야?	SELECT thstrm_dt FROM "108670" WHERE thstrm_nm = "제 12 기"
108670의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2018
108670의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2019
108670의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2020
108670의 제 10 기의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 10 기"
108670의 제 11 기의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 11 기"
108670의 제 12 기의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 12 기"
108670의 2018연도 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2018
108670의 2019연도 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2019
108670의 2020연도 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2020
108670의 제 10 기 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 10 기"
108670의 제 11 기 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 11 기"
108670의 제 12 기 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 12 기"
108670의 2018연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2018
108670의 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2019
108670의 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2020
108670의 제 10 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 10 기"
108670의 제 11 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 11 기"
108670의 제 12 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 12 기"
108670의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2018
108670의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2019
108670의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2020
108670의 제 10 기의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 10 기"
108670의 제 11 기의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 11 기"
108670의 제 12 기의 접수번호는 뭐야?	SELECT rcept_no FROM "108670" WHERE thstrm_nm = "제 12 기"
108670의 2018연도 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2018
108670의 2019연도 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2019
108670의 2020연도 의 접수번호는?	SELECT rcept_no FROM "108670" WHERE bsns_year = 2020
