제 71 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM 000500 WHERE thstrm_nm = '제 71 기'
제 71 기는 언제야?	SELECT thstrm_dt FROM 000500 WHERE thstrm_nm = '제 71 기'
제 72 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM 000500 WHERE thstrm_nm = '제 72 기'
제 72 기는 언제야?	SELECT thstrm_dt FROM 000500 WHERE thstrm_nm = '제 72 기'
제 73 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM 000500 WHERE thstrm_nm = '제 73 기'
제 73 기는 언제야?	SELECT thstrm_dt FROM 000500 WHERE thstrm_nm = '제 73 기'
000500 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
000500 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2020
000500 제 71 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 71 기
000500 제 72 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 72 기
000500 제 73 기의 접수번호는 뭐야?	SELECT rcept_no FROM 000500 WHERE thstrm_nm = 제 73 기
000500 2018연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2018
000500 2019연도 의 접수번호는?	SELECT rcept_no FROM 000500 WHERE bsns_year = 2019
