011200의 제 43 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "011200" WHERE thstrm_nm = "제 43 기"
011200의 제 43 기는 언제야?	SELECT thstrm_dt FROM "011200" WHERE thstrm_nm = "제 43 기"
011200의 제 44 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "011200" WHERE thstrm_nm = "제 44 기"
011200의 제 44 기는 언제야?	SELECT thstrm_dt FROM "011200" WHERE thstrm_nm = "제 44 기"
011200의 제 45 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "011200" WHERE thstrm_nm = "제 45 기"
011200의 제 45 기는 언제야?	SELECT thstrm_dt FROM "011200" WHERE thstrm_nm = "제 45 기"
011200의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2018
011200의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2019
011200의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2020
011200의 제 43 기의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 43 기"
011200의 제 44 기의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 44 기"
011200의 제 45 기의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 45 기"
011200의 2018연도 의 접수번호는?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2018
011200의 2019연도 의 접수번호는?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2019
011200의 2020연도 의 접수번호는?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2020
011200의 제 43 기 의 접수번호는?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 43 기"
011200의 제 44 기 의 접수번호는?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 44 기"
011200의 제 45 기 의 접수번호는?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 45 기"
011200의 2018연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2018
011200의 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2019
011200의 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2020
011200의 제 43 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 43 기"
011200의 제 44 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 44 기"
011200의 제 45 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 45 기"
011200의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2018
011200의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2019
011200의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE bsns_year = 2020
011200의 제 43 기의 접수번호는 뭐야?	SELECT rcept_no FROM "011200" WHERE thstrm_nm = "제 43 기"
