095570 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "095570"
006840 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "006840"
027410 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "027410"
282330 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "282330"
138930 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "138930"
001460 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001460"
001040 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001040"
079160 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "079160"
000120 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000120"
011150 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "011150"
097950 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "097950"
000590 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000590"
012030 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "012030"
016610 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "016610"
005830 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "005830"
000990 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000990"
139130 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "139130"
001530 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001530"
000210 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000210"
001880 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001880"
375500 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "375500"
004840 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "004840"
155660 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "155660"
069730 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "069730"
017940 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "017940"
365550 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "365550"
383220 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "383220"
007700 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "007700"
114090 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "114090"
078930 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "078930"
006360 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "006360"
001250 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001250"
007070 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "007070"
012630 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "012630"
039570 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "039570"
089470 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "089470"
294870 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "294870"
011200 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "011200"
082740 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "082740"
003560 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "003560"
175330 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "175330"
234080 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "234080"
001060 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001060"
096760 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "096760"
105560 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "105560"
002380 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "002380"
009070 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "009070"
009440 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "009440"
119650 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "119650"
