095570 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "095570"
006840 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "006840"
027410 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "027410"
282330 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "282330"
001460 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001460"
001040 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001040"
000120 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000120"
011150 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "011150"
097950 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "097950"
000590 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000590"
000990 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000990"
001530 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001530"
000210 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000210"
001880 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001880"
004840 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "004840"
069730 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "069730"
017940 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "017940"
365550 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "365550"
007700 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "007700"
114090 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "114090"
006360 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "006360"
001250 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001250"
007070 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "007070"
012630 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "012630"
039570 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "039570"
089470 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "089470"
294870 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "294870"
011200 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "011200"
082740 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "082740"
003560 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "003560"
234080 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "234080"
001060 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001060"
096760 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "096760"
344820 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "344820"
009070 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "009070"
009440 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "009440"
092220 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "092220"
016380 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "016380"
001390 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001390"
033180 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "033180"
001940 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "001940"
025000 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "025000"
092230 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "092230"
000040 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "000040"
030200 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "030200"
033780 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "033780"
058850 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "058850"
058860 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "058860"
093050 회사의 CEO는 누구야?	SELECT ceo_nm FROM company WHERE stock_code = "093050"
