000760의 제 70 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 70 기는 언제야?	SELECT thstrm_dt FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 71 기는 언제야?	SELECT thstrm_dt FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 제 72 기는 언제야?	SELECT thstrm_dt FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
000760의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2020
000760의 제 70 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 70 기"
000760의 제 71 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 71 기"
000760의 제 72 기의 접수번호는 뭐야?	SELECT rcept_no FROM "000760" WHERE thstrm_nm = "제 72 기"
000760의 2018연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2018
000760의 2019연도 의 접수번호는?	SELECT rcept_no FROM "000760" WHERE bsns_year = 2019
