004990의 제 53 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 53 기는 언제야?	SELECT thstrm_dt FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기는 언제를 말하는 거야?	SELECT thstrm_dt FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 제 54 기는 언제야?	SELECT thstrm_dt FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2019
004990의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2020
004990의 제 53 기의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 2019연도 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2019
004990의 2020연도 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2020
004990의 제 53 기 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2019
004990의 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2020
004990의 제 53 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 2019연도의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2019
004990의 2020연도의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2020
004990의 제 53 기의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기의 접수번호는 뭐야?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 2019연도 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2019
004990의 2020연도 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2020
004990의 제 53 기 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기 의 접수번호는?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 54 기"
004990의 2019연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2019
004990의 2020연도의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE bsns_year = 2020
004990의 제 53 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 53 기"
004990의 제 54 기의 보고서 번호가 어떻게 돼?	SELECT rcept_no FROM "004990" WHERE thstrm_nm = "제 54 기"
유동자산은 어느 재무보고서에 속하니?	SELECT sj_nm FROM "004990" WHERE account_nm = "유동자산"
유동자산은 어떤 재무제표야?	SELECT sj_nm FROM "004990" WHERE account_nm = "유동자산"
004990 2019연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2019
004990 2019연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "유동자산"
2019년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2019
2019년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "유동자산"
004990 2020연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2020
004990 2020연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "유동자산"
2020년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2020
2020년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "유동자산"
004990 제 53 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 53 기"
004990 제 53 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "유동자산"
제 53 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 53 기"
제 53 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "유동자산"
004990 제 54 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 54 기"
004990 제 54 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 54 기" AND account_nm = "유동자산"
제 54 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 54 기"
제 54 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 54 기" AND account_nm = "유동자산"
004990 2019연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2019
004990 2019연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "유동자산"
2019년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2019
2019년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "유동자산"
004990 2020연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2020
004990 2020연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "유동자산"
2020년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND bsns_year = 2020
2020년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "유동자산"
004990 제 53 기의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 53 기"
004990 제 53 기의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "유동자산"
제 53 기의 004990 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 53 기"
제 53 기의 004990 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "유동자산"
004990 제 54 기의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 54 기"
004990 제 54 기의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 54 기" AND account_nm = "유동자산"
제 54 기의 004990 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "유동자산" AND thstrm_nm = "제 54 기"
제 54 기의 004990 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 54 기" AND account_nm = "유동자산"
비유동자산은 어느 재무보고서에 속하니?	SELECT sj_nm FROM "004990" WHERE account_nm = "비유동자산"
비유동자산은 어떤 재무제표야?	SELECT sj_nm FROM "004990" WHERE account_nm = "비유동자산"
004990 2019연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2019
004990 2019연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "비유동자산"
2019년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2019
2019년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "비유동자산"
004990 2020연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2020
004990 2020연도의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "비유동자산"
2020년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2020
2020년 004990의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "비유동자산"
004990 제 53 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND thstrm_nm = "제 53 기"
004990 제 53 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "비유동자산"
제 53 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND thstrm_nm = "제 53 기"
제 53 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "비유동자산"
004990 제 54 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND thstrm_nm = "제 54 기"
004990 제 54 기의 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 54 기" AND account_nm = "비유동자산"
제 54 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND thstrm_nm = "제 54 기"
제 54 기의 004990 은 얼마야?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 54 기" AND account_nm = "비유동자산"
004990 2019연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2019
004990 2019연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "비유동자산"
2019년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2019
2019년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2019 AND account_nm = "비유동자산"
004990 2020연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2020
004990 2020연도의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "비유동자산"
2020년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND bsns_year = 2020
2020년 004990의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE bsns_year = 2020 AND account_nm = "비유동자산"
004990 제 53 기의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND thstrm_nm = "제 53 기"
004990 제 53 기의 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE thstrm_nm = "제 53 기" AND account_nm = "비유동자산"
제 53 기의 004990 은 어떻게 돼?	SELECT thstrm_amount FROM "004990" WHERE account_nm = "비유동자산" AND thstrm_nm = "제 53 기"
