095570의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "095570"
006840의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "006840"
027410의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "027410"
282330의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "282330"
001460의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "001460"
001040의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "001040"
079160의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "079160"
000120의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "000120"
011150의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "011150"
097950의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "097950"
000590의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "000590"
012030의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "012030"
000990의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "000990"
001530의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "001530"
004840의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "004840"
155660의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "155660"
069730의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "069730"
017940의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "017940"
007700의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "007700"
114090의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "114090"
078930의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "078930"
007070의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "007070"
012630의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "012630"
089470의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "089470"
294870의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "294870"
011200의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "011200"
082740의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "082740"
003560의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "003560"
001060의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "001060"
096760의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "096760"
002380의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "002380"
009070의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "009070"
119650의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "119650"
033180의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "033180"
001940의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "001940"
025000의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "025000"
092230의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "092230"
000040의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "000040"
044450의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "044450"
030200의 회사 이름이 어떻게 돼?	SELECT Name FROM kospi WHERE Symbol = "030200"
